label,within_cluster_variance
931,371991104.21870995
932,448484648.2355445
933,452608516.5902567
934,457923745.19678694
935,477247314.744659
936,744412665.8898692
937,539760586.3628278
938,684085308.589316
939,684586865.8550917
940,663178900.8383408
941,663051612.3410206
942,687855587.3251206
943,732964534.8767473
944,739971827.8502089
945,739331233.4406855
946,618991501.6046116
947,618847531.4741821
948,548501006.2008969
949,525478448.3676998
950,524844951.64422655
951,482963578.22332424
952,407975221.42199844
953,407821723.17416334
954,726744083.1035835
955,715077335.7211311
956,732576668.3729411
957,731560011.2209574
958,620718071.4241046
959,109631622.44728088
960,112805850.71634676
961,225152811.10416737
962,266573210.99734154
963,266777274.8886847
964,319871882.0585111
965,379798664.7230922
966,396787299.6715277
967,399242859.47076637
968,443485321.5431175
969,444970086.65344846
970,495396220.3587416
971,513291159.47963965
972,541878919.8368489
973,643048654.8344516
974,702031395.2052025
975,159343316.9316087
976,159098145.5263429
977,158990347.92280796
978,166227697.0242641
979,212787364.79879785
980,213095778.9733163
981,234121324.459406
982,234712683.54908562
983,265080225.16515332
984,328691733.5817677
985,331099458.6889887
986,355227617.25255895
987,357928334.9176574
988,390388953.4865582
989,392698469.9652368
990,419300576.5807663
991,416955888.4475323
992,744398047.352501
993,744409996.8413919
994,539805381.9290881
995,538916841.8928132
996,678173301.6488762
997,632078359.3673917
998,619441629.6796337
999,585448954.0599183
1000,562784609.9030294
1001,554781095.3601677
1002,485948070.67064655
1003,734801213.0229517
1004,369061029.6064246
1005,376049345.4911642
1006,377355199.7431866
1007,459685048.2498806
1008,460002720.7624275
1009,450339985.29506934
1010,472988438.79754597
1011,498775962.4783793
1012,492162882.2426663
1013,503999093.69092596
1014,547739534.0800916
1015,618589272.1908106
1016,653466996.2018883
1017,205535585.45577645
1018,205492005.09153047
1019,159962448.90395868
1020,159868231.23526156
1021,159607361.5098092
1022,162767386.57938308
1023,162854713.58560455
1024,180523196.5703417
1025,180657268.9464557
1026,200371864.51467946
1027,203511645.91228986
1028,213711238.24305767
1029,215195818.3253695
1030,297560823.817616
1031,338169968.5790869
1032,339507211.6309615
1033,354943451.0654276
1034,400850208.4694302
1035,402793178.7415662
1036,546334319.8366388
1037,547526659.5910985
1038,537557957.7915462
1039,649897308.6042837
1040,646743305.9443903
1041,644904205.5384041
1042,633099978.1877795
1043,725968916.000925
1045,619347782.7700812
1046,619207454.4554164
1047,563794012.5986068
1048,563359870.4126431
1049,561810827.1425804
1050,555234737.5232251
1051,555681930.6103209
1052,486924198.83657575
1053,483203195.87408215
1054,728051703.5598342
1055,728692496.0207309
1056,748148571.7522429
1057,746828891.6576657
1058,224838358.58716998
1059,224675649.71824294
1060,318670144.5975433
1061,369428869.8760085
1062,462527019.6811142
1063,463543668.9099477
1064,474428050.7364936
1065,475994444.0470666
1066,506054286.0398524
1067,506998478.10902035
1068,509921518.101435
1069,513952762.37156945
1070,549692070.3309828
1071,701563680.7265847
1072,701758696.910556
1073,208288514.18148836
1074,207069974.22180647
1075,190602151.74231705
1076,189369974.9733031
1077,177005585.59732762
1078,176858222.48657528
1079,159768109.04460806
1080,159674962.10046375
1081,159444341.09114203
1082,159401761.46810353
1083,156901635.5321752
1084,165857670.36525157
1085,165972120.67906103
1086,245021084.28725615
1087,292206762.6286607
1088,409170638.45895106
1089,430816023.57644755
1090,539479466.8661603
1091,539549802.4811875
1092,629458700.402302
1093,734423163.0684485
1094,734875563.9532528
1095,486679984.42153466
1096,486460441.4392349
1097,747256312.8820969
1098,681690222.0521685
1099,680154535.2490581
1100,643408864.5724136
1101,191933001.68779427
1102,167526391.78721333
1103,156801146.5425861
1104,156820655.59946418
1105,279432060.7167093
1106,292647887.19343054
1107,298573388.9362016
1108,299498141.680888
1109,355521777.135274
1110,356195831.7316301
1111,378632903.6243949
1112,427167550.4448471
1113,475705320.9491433
1114,476152543.40880334
1115,638628074.2070625
1116,632760396.4460777
1117,632527252.3850209
1118,638709046.1556807
1119,561498953.0746231
1120,561291026.671818
1121,560927894.0548412
1122,560676432.0599812
1123,483607048.22157556
1124,483422641.24380875
1125,748213842.5667187
1126,739866704.1550506
1127,701009616.6131016
1128,684741221.060559
1129,683721586.5597842
1130,636689336.0945882
1131,640211371.0487539
1132,283834378.98923814
1133,316688199.2303317
1134,550375602.8776742
1135,551924771.6953576
1136,647246170.8583769
1137,192726167.55383155
1138,172512811.72669777
1139,156256039.57011616
1140,156192174.23734763
1141,172353430.63734388
1142,172485503.15354204
1143,206498191.6828322
1144,283649184.2827268
1145,287538054.6003143
1146,292872170.2844676
1147,293058915.31690377
1148,349620416.52102995
1149,380612262.92450386
1150,383130778.3202533
1151,401085217.06359506
1152,395297648.3126
1153,437050712.18812996
1154,440377074.6658432
1155,677622442.7133381
1156,584925089.7867291
1157,560446467.893508
1158,546610515.214525
1159,545578721.7318805
1160,546030380.4982154
1161,736418710.4867519
1162,736267791.9283487
1163,317080787.44232315
1164,317443607.19431424
1165,372484258.58296555
1166,701029393.4729486
1167,701104183.4114307
1168,193174609.30137494
1169,193757324.6605749
1170,205285298.139857
1171,243137841.06566635
1172,244032269.4417219
1173,263468300.9307705
1174,277028644.887654
1175,277450014.62879646
1176,285901979.7936502
1177,677735481.229122
1178,677854056.4665219
1179,641553332.1883391
1180,630454931.6609259
1181,688187585.3231769
1182,560234312.5670898
1183,560115194.8663621
1184,546928815.8080895
1185,547428298.1233978
1186,748172661.8363343
1187,748129278.7973506
1188,740596374.0913934
1189,695364861.4737251
1190,558733876.224139
1191,451216728.936843
1192,371203001.76727706
1193,371775859.87693423
1194,572743399.70071
1195,648093926.6523855
1196,648818243.9208428
1197,257214218.5376481
1198,258829931.2978448
1199,265393976.90480644
1200,266068380.5698656
1201,270078587.7870121
1202,291969218.3667051
1203,406461579.1187679
1204,630173669.7161828
1205,629932232.6547186
1206,638303705.6510602
1207,637995908.313169
1208,733665603.9839263
1209,733876419.977065
1210,742167132.9056715
1211,743422059.5050884
1212,751071589.742756
1213,750978873.6554346
1214,741947147.4312099
1215,741634763.3289814
1216,697548550.327345
1217,639143264.5167698
1218,555558745.2896117
1219,553263192.7320242
1220,567443590.7231928
1221,656175192.6449965
1222,656439254.4113384
1223,201092056.0810628
1224,199054342.9985507
1225,171467979.5913727
1226,169675442.73578775
1227,169493395.62522122
1228,271206587.0056327
1229,272416087.41097456
1230,423254409.88375586
1231,584548193.2960076
1232,584149627.4753424
1233,745345018.8351291
1234,739819000.8827488
1235,699789993.3335255
1236,702800441.2952874
1237,703254340.2689619
1238,210019057.89804724
1239,219261878.0505533
1240,604712509.4825509
1241,170235133.55621824
1242,204297243.15071243
1243,204508326.61410198
1244,207881650.8500527
1245,289350796.17236984
1246,290478115.0927254
1247,284156722.4014269
1248,283382151.74310356
1249,408307213.5934425
1250,424182497.6931906
1251,425009203.5054332
1252,751235671.3318663
1253,751202097.1115849
1254,697597717.9798394
1255,698371777.6595353
1256,638352281.0750437
1257,605784550.3672637
1258,170567899.00138465
1259,156993356.48074767
1260,157013681.48494822
1261,345776784.8997397
1262,409439228.54228634
1263,411244698.3460489
1264,688389843.0090231
1265,727994550.2273499
1266,699220815.0057677
1267,698974897.9558345
1268,637603353.6399306
1269,637140261.2239999
1270,612965965.783266
1271,609267394.5478122
1272,559942279.162058
1273,569488620.1714569
1274,170725169.7331037
1275,207382827.91774574
1276,688470478.2107232
1277,741627713.7983243
1278,727843912.9687504
1279,728008222.5335194
1280,567662899.7988793
1281,568584992.1593451
1282,586849973.0507959
1283,582867803.8472979
1284,579392042.2658911
1285,600362052.0078787
1286,614496010.9734873
1287,207631337.73137537
1288,207508551.31647074
1289,346561400.2354158
1290,346942659.285597
1291,639748325.6594303
1292,638848535.6230636
1293,688535799.5117449
1294,688610229.4100863
1295,663286948.736527
1296,660944543.7256465
1297,564694767.5743749
1298,566918201.0768535
1299,558792188.0055002
1300,560811094.3164642
1301,598718894.0938199
1302,750678445.1259352
1303,750745224.4067162
1304,744425309.5265115
1305,651050672.446145
1306,588398763.9883811
1307,579547625.6549109
1308,586758421.3864013
1309,611502591.9108174
1310,612761355.5732722
1311,170913958.60777003
1312,744382298.8203888
1313,731275629.4963293
1314,730991805.5316256
1315,662418946.0359026
1316,575109698.7902526
1317,171091700.94604295
1318,170972528.12182033
1319,731806779.8879347
1320,573808938.4465051
1321,580237446.5187479
1322,741377096.6773511
1323,577219988.7376795
1324,578538300.5765748
1325,593088000.8336633
1326,594334569.2386018
1327,741379235.1417946
1328,741356911.3082215
1329,717095790.7824053
1330,715861975.3807296
1331,659967079.1398253
1332,655676911.7315047
1333,653821761.0227705
1334,594225891.5294682
1335,593143752.289831
1336,215667302.52940786
1337,595809708.308891
1338,596523119.6462811
1339,732596954.8517389
1340,732452564.4015081
1341,732042246.1539247
1342,704757704.136557
1343,703597341.4691368
1344,659436534.343073
1345,171748169.45754474
1346,171686667.04527402
1347,732317473.4229654
1348,732179227.4183197
1349,583418153.7457716
1350,733003756.9444772
1351,732974974.1551764
1352,645908977.5830948
1353,718434483.2727222
1354,656814166.8822317
1355,645066956.2826831
1356,644788251.0810549
1357,584523812.8498669
1358,585568308.1196866
1359,111628988.0669927
1360,112766507.18432957
1361,732884351.4532967
1362,732815882.2429972
1363,718924735.4566991
1364,718712159.6851927
1365,647466786.4709656
1366,644436198.653922
1367,644232148.7293823
1368,708217857.3091109
1369,706281550.8154241
1370,706114584.562869
1371,658840550.212512
1372,578054347.2961618
1373,109900561.08762795
1374,707753661.4652795
1375,707491402.4351447
1376,657916750.146714
1377,657583376.8563643
1378,706816813.1558931
1379,657445059.0722115
1380,657257861.5769073
1381,646897209.1293632
1382,582323462.0125374
1383,241383267.0699807
1384,229848363.4710997
1385,706701808.004789
1386,706598125.6057549
1387,658260839.1659203
1388,646654360.147403
1389,646458101.8528088
1390,552868055.4172012
1391,658456455.5953016
1392,658343952.8424324
1393,581667569.7654308
1394,109387447.38383321
1395,579573143.3241484
1396,580877768.3184116
1397,580076744.1008269
1398,111886981.59013991
1399,114490581.01404443
1400,481235823.1960481
1401,115865425.39398086
1402,132580437.53230657
1403,131631346.22855358
1404,220667360.6905865
1405,222705424.0131533
1406,506786621.36889505
1407,113240732.42434315
1408,218323213.12773782
1409,541772408.766073
1410,532622276.9669426
1411,215563216.71611378
1412,516075265.66611564
1413,197602208.1069734
1414,206967230.33979988
1415,202213910.0757019
1416,142842750.81895748
1417,136396846.73875767
1418,115624928.98584703
1419,116762770.38904685
1420,209603349.47653407
1421,205004687.91972217
1422,415645965.8650035
1423,307496887.3272575
1424,312050345.70566905
1425,141814617.04269522
1426,137919245.45348704
1427,135912257.9732285
1428,100778772.6517358
1429,191476869.31477833
1430,116877307.24053101
1431,117709051.89989473
1432,391701711.2560666
1433,386376505.84038895
1434,265199001.56354606
1435,212070042.225067
1436,224555810.3424234
1437,510631564.78279966
1438,509204185.2485545
1439,497819490.0734893
1440,494353155.4623248
1441,317481577.98652375
1442,277340324.79810405
1443,162610355.27230448
1444,154827075.81416044
1445,128306102.04195148
1446,205606009.24692878
1447,478572267.4610232
1448,455786240.4384282
1449,408441786.4530332
1450,328528456.3586776
1451,195389556.44674993
1452,172638570.57005414
1453,168256608.18527538
1454,166674696.3174802
1455,155019308.3037433
1456,152416368.5906523
1457,141425358.31386927
1458,124147688.12814552
1459,119038516.00132258
1460,204185741.09348065
1461,213370100.9923458
1462,213736849.5878174
1463,225104204.90519896
1464,225484646.58436427
1465,524490615.66583407
1466,451917684.47440356
1467,424097385.2826417
1468,401000769.321973
1469,170879672.7260148
1470,157289785.77487203
1471,149625327.87374258
1472,144716251.86845413
1473,142305010.897741
1474,141985324.76618472
1475,121095434.83799422
1476,110889450.86410394
1477,109745535.06866221
1478,111954022.13071701
1479,109453152.569053
1480,113585131.24594338
1481,519074892.3364178
1482,477283967.82287526
1483,479555332.016149
1484,418628723.42540777
1485,143443028.25189006
1486,142405455.91106585
1487,111746046.95841248
1488,124795360.58670367
1489,123200697.47863747
1490,203510142.51628077
1491,203772295.37032235
1492,206210645.70164573
1493,486828489.3931934
1494,485376891.05483496
1495,307117075.9558398
1496,306334106.27291346
1497,147171169.16633222
1498,146954096.02637404
1499,146614003.28146464
1500,126053891.62780702
1501,126573914.55960998
1502,112065117.85420878
1503,115941662.81914952
1504,122976238.42649506
1505,123132571.67473637
1506,140242718.32791105
1507,503759832.73909104
1508,469490990.1029159
1509,451509812.25536495
1510,341356681.97993326
1511,322929922.26043403
1512,320833792.6903261
1513,257244771.3166905
1514,249442476.76724288
1515,219043748.77956986
1516,144989270.93977028
1517,125614055.1348384
1518,125311354.67896843
1519,124746750.95104115
1520,119318780.66278513
1521,114122575.7082367
1522,103900554.50429577
1523,107233650.11751738
1524,152923386.8330403
1525,153440936.5434199
1526,205627092.60832518
1527,205813014.59852275
1528,505013166.3238762
1529,352611863.3932792
1530,255185667.48165575
1531,254249541.27948976
1532,244723497.7456302
1533,241967716.09380937
1534,159957667.3355817
1535,159270481.11392963
1536,123320402.65114793
1537,118898979.7914229
1538,118749221.85380328
1539,112906480.355962
1540,103808158.79403016
1541,106082561.81604023
1542,112415151.51689528
1543,112561832.8846098
1544,120289127.94827098
1545,152432240.21779025
1546,154236867.45085752
1547,521229328.9560488
1548,506851659.4320999
1549,506152018.0386709
1550,465836370.20204103
1551,465110010.7058024
1552,393105942.4317072
1553,390261400.76973057
1554,378264923.0865791
1555,368930156.22922724
1556,355505376.2197888
1557,356350053.61007965
1558,225700567.2368762
1559,193599333.31423482
1560,126813104.45522396
1561,126747557.93402225
1562,125375086.98174562
1563,122816082.47169079
1564,122326066.65221852
1565,103317638.38867094
1566,102286332.03528844
1567,131507908.69905223
1568,176509572.6355002
1569,522840062.7704105
1570,527039142.8391574
1571,526411113.4054218
1572,447576250.7380263
1573,401099312.2162523
1574,348288925.1042321
1575,347115237.7566982
1576,287193366.4626607
1577,270539705.7898743
1578,269917790.18316406
1579,194155722.1551436
1580,195405362.3660126
1581,173553799.69599226
1582,173079622.9428569
1583,128134236.62976666
1584,130767358.29668905
1585,139110710.32302743
1586,146467763.9513574
1587,161095709.32852447
1588,437864422.1693125
1589,365037869.75931835
1590,301872599.25882924
1591,221619538.9289299
1592,219674241.68642306
1593,182997943.29866847
1594,146175511.16409445
1595,146009133.65437853
1596,145480189.33168113
1597,125000696.68231991
1598,125087120.61793932
1599,111931049.86248037
1600,111216275.17784056
1601,103316016.80687
1602,104709919.32245524
1603,115357225.1645784
1604,137805520.6768028
1605,168424620.91476914
1606,170133634.87112358
1607,181703765.76757273
1608,522174630.11668706
1609,521636118.71349704
1610,373145228.0155918
1611,361065424.8785064
1612,300907819.54511225
1613,285645971.51513106
1614,284634705.50300574
1615,242808562.3090613
1616,236633169.14924684
1617,237604049.21870983
1618,103639590.52467786
1619,107026976.08577032
1620,107857143.07107209
1621,118059712.06927107
1622,133746668.25501579
1623,180571619.55908546
1624,181113303.90584666
1625,404099741.7177278
1626,292393740.3329745
1627,145751054.15221536
1628,104351747.09071313
1629,102515851.77691987
1630,102324336.63508998
1631,103919339.22077191
1632,103856985.77241239
1633,100427701.18025191
1634,108029465.07609603
1635,108745853.81615236
1636,118524432.80311371
1637,118763136.4150332
1638,138079201.22199723
1639,162508593.81653103
1640,434516814.9499475
1641,362046557.94644475
1642,359952411.2111417
1643,298648431.2281719
1644,297810758.71321756
1645,296082975.61540914
1646,295302196.3839262
1647,231883806.53922278
1648,234017431.99977943
1649,145659434.65924415
1650,145587738.265623
1651,108675910.14348292
1652,103154796.78433415
1653,105214812.08714838
1654,105278925.66989923
1655,116195208.09068651
1656,138252617.64768758
1657,146015032.09582642
1658,157903599.07887575
1659,158224209.0026087
1660,444062205.52949506
1661,435299815.3380029
1662,434635191.2986802
1663,405289059.85959977
1664,404877365.68542975
1665,377805820.65222317
1666,376276790.73968786
1667,101951447.17723793
1668,101269792.52461109
1669,104483462.37265289
1670,105333408.05294052
1671,105292276.93541168
1672,116366630.6666517
1673,118440374.03333442
1674,118701127.27636111
1675,125938249.34933722
1676,126273304.82679586
1677,132736608.97276571
1678,133673959.11696573
1679,161855157.33242473
1680,161929884.36699793
1681,176546559.17601725
1682,177457717.57330844
1683,102122164.24525069
1684,103537130.90385465
1685,138434787.1758548
1686,138510989.76116246
1687,145640075.97708035
1688,145741454.55539593
1689,171742427.52067855
1690,108603844.99095903
1691,101152488.24293295
1692,102864468.78476408
1693,102944138.72331674
1694,104326166.53914699
1695,104414092.89303227
1696,105508904.91176856
1697,116923005.34591775
1698,243924165.57339528
1699,244425147.51596448
1700,180546684.91444826
1701,104156946.6669482
1702,116596681.6806293
1703,162277445.67270663
1704,162374351.35125217
1705,169593474.22518158
1706,172442209.72757232
1707,173056070.66186854
1708,295138864.78030163
1709,294462351.27335894
1710,250280195.24383837
1711,101460140.61485611
1712,101478403.22421856
1713,164006382.315938
1714,171380901.24320045
1715,171504969.10469925
1716,190536236.80506852
1717,183416693.2839428
1718,103825897.24946813
1719,103770817.26857066
1720,101216369.24247167
1721,116702647.80199689
1722,116785020.06735198
1723,163444334.04081604
1724,163703157.24977726
1725,170684916.40648523
1726,170810169.0579578
1727,188131935.94570708
1728,188445163.59966764
1729,440313222.75138015
1730,247947534.42647612
1731,247121500.87127098
1732,187624741.82349128
1733,182447251.61917117
1734,181623648.9759954
1735,178772100.5670143
1736,178041162.10393864
1737,107245715.28892031
1738,102072149.86110203
1739,102747815.13758205
1740,101934513.6753604
1741,170177694.09422672
1742,438364253.4608925
1743,436835594.3338906
1744,107607887.02580902
1746,102332373.3043944
1747,105456158.98555173
1748,105425172.7637276
1749,170385192.03117692
1750,170554625.94135404
1751,189516878.4103692
1752,189898432.98057014
1753,101223013.41988827
1754,101230468.58039044
1755,101224849.37906452
1756,135082263.27785605
1757,135351462.74823585
1758,135711308.1770106
1759,189117379.0800267
1760,188476067.28395867
1761,102271291.94950926
1762,102238741.15342888
1763,169908469.61083174
1764,185931223.51717353
1765,185404825.0933896
1766,101738691.13255411
1767,101233400.75217605
1768,101228205.64487979
1769,169975566.91740447
1770,170024898.32228643
1771,107733892.81986046
1772,107677164.1817637
1773,107517189.07588965
1774,106848629.48488048
1775,106685804.79063353
1776,101650013.02326147
1777,132962411.12083797
1778,133422576.64116715
1779,135315534.91841137
1780,135476179.68976632
1781,106376880.44526036
1782,103872350.7846623
1783,103967770.94894704
1784,239753119.09315994
1785,238967556.08285287
1786,235988783.89024192
1787,232357996.77708256
1788,107626973.42780903
1789,107597297.7434045
1790,105869764.3629515
1791,101488682.50252895
1792,231754639.08128014
1793,231255478.9510566
1794,228794499.66679898
1795,225963630.55415916
1796,105387937.49750562
1797,238004261.6113201
1798,237463417.58395404
1799,234824842.42177844
1800,234552976.63496983
1801,233819640.65531662
1802,233424739.92755902
1803,232996100.9961978
1804,226901613.16668338
1805,226515586.42211428
1806,105531318.93826386
1807,227979741.31979373
1808,227609650.7081432
1809,105649757.11569978
1810,105584016.63734475
1811,101412561.98835218
1812,101405883.74626978
1813,101442591.60953161
1814,101423009.22701165
